alpha,CL,CD,CS,CMx,CMy,CMz
17.131147540983605,0.9372166929555599,0.14673903926860724,-1.2136289021225308e-15,2.6367172291813293e-15,-0.45960767742472114,-8.635248925568853e-17
17.62295081967213,0.9212648752527602,0.15330902504856514,-7.40227557322962e-17,1.5556631652169844e-16,-0.45407537631807837,6.196285488576123e-17
18.114754098360656,0.9042606944997617,0.1605440694312137,-5.164378306904386e-18,-2.2148424725123165e-16,-0.44298849768484955,8.701166856298387e-17
18.606557377049178,0.9108034289591539,0.16749392814781805,1.3427383597951405e-16,-5.853512248782551e-16,-0.4553382010126988,9.492182025052785e-17
19.098360655737704,0.8994884373576996,0.1727892443219773,7.74656746035658e-18,-2.3994126785550103e-16,-0.45765053247576365,1.1403802016209251e-16
19.59016393442623,0.9044972557086793,0.18005479310901998,-1.7558886243474914e-16,9.492182025052785e-17,-0.4674021986963869,8.239741341191654e-17
20.081967213114755,0.8880114648962718,0.1886092652486161,-4.2175756173052494e-17,-1.318358614590665e-16,-0.4503789890339498,1.1469719946938785e-16
20.573770491803277,0.891661611947163,0.19581563053838055,1.7386740299911434e-16,-4.3505834281491935e-16,-0.4589643663993485,1.3315422007365713e-16
21.065573770491802,0.8789204895652939,0.20176210132002587,2.3497921296414955e-16,-8.595698167131133e-16,-0.4538741523035905,1.9313953703753237e-16
21.557377049180328,0.8817415797412202,0.20915497453029433,-6.283326940067003e-17,7.119136518789589e-17,-0.46087492648475836,5.5371061812807914e-17
22.049180327868854,0.8849598383450349,0.21662460538438122,3.5289918430513304e-17,-2.610350056889516e-16,-0.46843312834521944,1.3513175799554314e-16
22.540983606557376,0.8884516297495344,0.2240483324289815,1.807532407416535e-17,-2.610350056889516e-16,-0.47687031449324124,1.2919914422988513e-16
23.0327868852459,0.8737106107104212,0.2339158168422375,-1.5837426807840117e-16,4.1660132221065e-16,-0.45610150036749486,7.053218588060056e-17
23.524590163934427,0.8752551935225418,0.24200218248559524,-4.475794532650468e-17,1.2919914422988513e-16,-0.46002499798247176,2.0434558526155303e-17
24.01639344262295,0.8768904716550766,0.24995893761794005,-8.349078262828758e-17,2.1357409556368767e-16,-0.46464194159845734,4.4824192896082596e-17
24.508196721311474,0.8656263524743696,0.25664834099878914,-3.87328373017829e-17,4.218747566690127e-17,-0.4569579827789767,5.734859973469391e-17
25.0,0.8663529251179094,0.2647858928603986,-1.101734038806269e-16,-5.273434458362659e-18,-0.45976462904136123,1.4567862691226844e-16
